region,Area,date,Daily_Rainfall,Min_Temperature (°C),Max_Temperature (°C),Mean_Temperature (°C),total_cases_in_cluster
West,Choa Chu Kang (South),06-11-2020,0.0,28.8,33.2,25.3,5
West,Choa Chu Kang (South),06-11-2020,0.0,28.8,33.2,25.3,3
West,Choa Chu Kang (South),06-11-2020,0.0,28.8,33.2,25.3,2
West,Clementi,06-11-2020,0.0,28.9,33.1,26,103
West,Clementi,06-11-2020,0.0,28.9,33.1,26,102
West,Clementi,06-11-2020,0.0,28.9,33.1,26,89
West,Clementi,06-11-2020,0.0,28.9,33.1,26,80
West,Clementi,06-11-2020,0.0,28.9,33.1,26,73
West,Clementi,06-11-2020,0.0,28.9,33.1,26,27
West,Clementi,06-11-2020,0.0,28.9,33.1,26,20
West,Clementi,06-11-2020,0.0,28.9,33.1,26,12
West,Clementi,06-11-2020,0.0,28.9,33.1,26,8
West,Clementi,06-11-2020,0.0,28.9,33.1,26,6
West,Clementi,06-11-2020,0.0,28.9,33.1,26,5
West,Clementi,06-11-2020,0.0,28.9,33.1,26,3
West,Clementi,06-11-2020,0.0,28.9,33.1,26,2
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,103
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,102
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,89
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,80
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,73
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,27
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,20
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,12
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,8
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,6
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,5
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,3
West,Jurong (West),06-11-2020,0.0,28.6,32.3,25.9,2
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,103
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,102
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,89
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,80
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,73
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,27
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,20
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,12
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,8
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,6
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,5
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,3
West,Jurong Island,06-11-2020,0.0,29,31.6,27.2,2
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,103
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,102
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,89
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,80
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,73
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,27
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,20
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,12
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,8
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,6
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,5
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,3
West,Tuas South,06-11-2020,0.0,29.1,31.7,26.8,2
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,153
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,141
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,134
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,84
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,68
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,51
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,42
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,18
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,17
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,10
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,7
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,6
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,5
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,4
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,3
Central,Marina Barrage,10-01-2020,1.2,27.6,31.2,26,2
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,153
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,141
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,134
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,84
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,68
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,51
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,42
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,18
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,17
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,10
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,7
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,6
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,5
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,4
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,3
Central,Newton,10-01-2020,2.0,26.6,31.1,24.9,2
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,153
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,141
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,134
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,84
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,68
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,51
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,42
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,18
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,17
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,10
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,7
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,6
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,5
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,4
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,3
Central,Pasir Panjang,10-01-2020,4.4,27.1,30.7,25,2
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,153
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,141
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,134
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,84
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,68
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,51
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,42
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,18
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,17
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,10
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,7
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,6
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,5
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,4
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,3
Central,Paya Lebar,10-01-2020,1.1,27.9,32,24.8,2
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,153
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,141
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,134
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,84
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,68
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,51
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,42
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,18
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,17
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,10
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,7
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,6
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,5
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,4
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,3
Central,Sentosa Island,10-01-2020,0,27.6,31.3,25.9,2
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,154
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,145
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,144
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,87
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,74
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,60
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,57
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,24
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,20
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,11
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,9
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,7
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,6
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,5
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,4
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,3
Central,Marina Barrage,17-01-2020,0,28.5,32.8,26,2
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,154
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,145
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,144
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,87
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,74
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,60
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,57
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,24
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,20
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,11
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,9
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,7
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,6
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,5
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,4
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,3
Central,Newton,17-01-2020,0.0,27.9,33.5,25.1,2
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,154
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,145
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,144
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,87
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,74
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,60
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,57
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,24
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,20
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,11
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,9
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,7
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,6
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,5
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,4
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,3
Central,Pasir Panjang,17-01-2020,0.6,28,32.7,25.4,2
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,154
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,145
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,144
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,87
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,74
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,60
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,57
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,24
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,20
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,11
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,9
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,7
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,6
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,5
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,4
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,3
Central,Paya Lebar,17-01-2020,0.0,28.8,33.6,25.8,2
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,154
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,145
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,144
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,87
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,74
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,60
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,57
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,24
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,20
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,11
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,9
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,7
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,6
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,5
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,4
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,3
Central,Sentosa Island,17-01-2020,0,28.7,33.9,25.9,2
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,156
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,147
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,91
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,80
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,73
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,66
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,31
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,13
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,9
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,8
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,7
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,6
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,4
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,3
Central,Marina Barrage,24-01-2020,0,28.2,31.9,26.3,2
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,156
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,147
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,91
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,80
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,73
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,66
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,31
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,13
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,9
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,8
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,7
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,6
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,4
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,3
Central,Newton,24-01-2020,0.0,27.6,32.3,25.2,2
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,156
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,147
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,91
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,80
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,73
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,66
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,31
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,13
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,9
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,8
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,7
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,6
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,4
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,3
Central,Pasir Panjang,24-01-2020,0.0,28.2,32,25.9,2
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,156
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,147
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,91
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,80
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,73
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,66
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,31
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,13
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,9
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,8
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,7
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,6
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,4
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,3
Central,Paya Lebar,24-01-2020,0.0,28.3,32.5,24.8,2
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,160
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,148
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,81
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,80
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,36
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,33
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,20
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,19
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,14
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,11
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,9
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,8
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,7
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,5
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,4
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,3
Central,Marina Barrage,31-01-2020,0,28.6,31.6,26.7,2
Central,Newton,31-01-2020,0.0,28,31.9,26.2,160
Central,Newton,31-01-2020,0.0,28,31.9,26.2,148
Central,Newton,31-01-2020,0.0,28,31.9,26.2,81
Central,Newton,31-01-2020,0.0,28,31.9,26.2,80
Central,Newton,31-01-2020,0.0,28,31.9,26.2,36
Central,Newton,31-01-2020,0.0,28,31.9,26.2,33
Central,Newton,31-01-2020,0.0,28,31.9,26.2,20
Central,Newton,31-01-2020,0.0,28,31.9,26.2,19
Central,Newton,31-01-2020,0.0,28,31.9,26.2,14
Central,Newton,31-01-2020,0.0,28,31.9,26.2,11
Central,Newton,31-01-2020,0.0,28,31.9,26.2,9
Central,Newton,31-01-2020,0.0,28,31.9,26.2,8
Central,Newton,31-01-2020,0.0,28,31.9,26.2,7
Central,Newton,31-01-2020,0.0,28,31.9,26.2,5
Central,Newton,31-01-2020,0.0,28,31.9,26.2,4
Central,Newton,31-01-2020,0.0,28,31.9,26.2,3
Central,Newton,31-01-2020,0.0,28,31.9,26.2,2
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,160
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,148
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,81
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,80
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,36
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,33
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,20
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,19
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,14
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,11
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,9
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,8
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,7
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,5
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,4
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,3
Central,Pasir Panjang,31-01-2020,0.0,28.4,31.9,26.5,2
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,160
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,148
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,81
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,80
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,36
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,33
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,20
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,19
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,14
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,11
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,9
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,8
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,7
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,5
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,4
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,3
Central,Paya Lebar,31-01-2020,0.0,28.7,32.7,26,2
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,160
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,148
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,81
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,80
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,36
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,33
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,20
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,19
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,14
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,11
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,9
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,8
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,7
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,5
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,4
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,3
Central,Sentosa Island,31-01-2020,0,28.9,33.5,26.8,2
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,166
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,94
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,84
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,61
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,46
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,37
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,27
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,24
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,19
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,12
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,11
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,6
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,5
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,4
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,3
Central,Marina Barrage,07-02-2020,0,28.1,31.5,26.3,2
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,166
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,94
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,84
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,61
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,46
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,37
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,27
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,24
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,19
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,12
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,11
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,6
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,5
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,4
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,3
Central,Newton,07-02-2020,0.0,27.6,31.8,25.4,2
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,166
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,94
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,84
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,61
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,46
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,37
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,27
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,24
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,19
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,12
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,11
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,6
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,5
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,4
Central,Pasir Panjang,07-02-2020,0.0,28.3,31.6,26.2,3
